epoch,train_acc1,train_acc5,val_acc1,val_acc5
1,0.5325613021850586,2.2097041606903076,2.859999895095825,9.984000205993652
2,6.854141712188721,18.909711837768555,14.77199935913086,34.012001037597656
3,14.646724700927734,33.26295471191406,23.219999313354492,46.53799819946289
4,19.707422256469727,40.967647552490234,28.083999633789062,52.54399871826172
5,23.02798843383789,45.53598403930664,31.3799991607666,56.61399841308594
6,25.391380310058594,48.49164962768555,33.944000244140625,59.30399703979492
7,27.173349380493164,50.69580841064453,35.597999572753906,61.22599792480469
8,28.511974334716797,52.31690979003906,36.34600067138672,62.35799789428711
9,29.632671356201172,53.723567962646484,37.39799880981445,62.891998291015625
10,30.58672332763672,54.70438003540039,37.9379997253418,63.74599838256836
11,31.293733596801758,55.58163833618164,38.961997985839844,64.69999694824219
12,31.92768669128418,56.2569465637207,39.731998443603516,65.36000061035156
13,32.533931732177734,56.96486282348633,40.83399963378906,66.48799896240234
14,33.01474380493164,57.50173568725586,41.284000396728516,66.97200012207031
15,33.45824432373047,58.005340576171875,42.17399978637695,67.73799896240234
16,33.87739562988281,58.41246032714844,42.27199935913086,67.98199462890625
17,34.21208953857422,58.890743255615234,41.89999771118164,67.90599822998047
18,34.586124420166016,59.18733596801758,42.6879997253418,68.37799835205078
19,34.8890495300293,59.55364227294922,43.30799865722656,68.74800109863281
20,35.2025146484375,59.84423828125,43.2599983215332,68.8759994506836
21,35.34823989868164,60.10797119140625,44.01599884033203,69.35599517822266
22,35.65257263183594,60.354915618896484,43.95800018310547,69.63800048828125
23,35.825538635253906,60.70991134643555,43.992000579833984,69.61599731445312
24,36.125736236572266,60.864906311035156,44.15599822998047,69.66799926757812
25,36.246482849121094,60.99806594848633,44.10599899291992,69.78599548339844
26,36.4640998840332,61.25471496582031,44.44199752807617,69.91799926757812
27,36.67554473876953,61.37860107421875,45.04199981689453,70.44999694824219
28,36.8387565612793,61.60573196411133,45.72999954223633,70.72799682617188
29,36.90877151489258,61.772178649902344,45.52199935913086,70.86199951171875
30,37.08821487426758,61.94119644165039,45.54399871826172,71.09400177001953
31,42.97511672973633,67.46551513671875,50.94599914550781,75.22999572753906
32,44.52401351928711,68.79714965820312,51.6719970703125,75.76200103759766
33,45.24702835083008,69.44754791259766,52.07600021362305,76.08799743652344
34,45.776390075683594,69.88710021972656,52.34000015258789,76.28599548339844
35,46.089698791503906,70.18965911865234,52.69199752807617,76.50999450683594
36,46.513450622558594,70.6177749633789,52.757999420166016,76.79000091552734
37,46.85821533203125,70.88412475585938,52.92599868774414,76.88399505615234
38,47.18050003051758,71.15213012695312,53.06599807739258,76.95800018310547
39,47.40724563598633,71.36418151855469,53.49599838256836,77.27399444580078
40,47.649757385253906,71.63563537597656,53.37199783325195,77.10199737548828
41,47.902652740478516,71.8257064819336,53.689998626708984,77.36799621582031
42,48.13712692260742,71.9741439819336,53.63199996948242,77.44200134277344
43,48.32765579223633,72.19163513183594,53.955997467041016,77.61000061035156
44,48.41453170776367,72.34474182128906,53.90999984741211,77.52999877929688
45,48.6883430480957,72.47632598876953,54.194000244140625,77.70800018310547
46,48.91758728027344,72.65351867675781,54.08799743652344,77.72200012207031
47,49.014373779296875,72.83032989501953,54.05999755859375,77.70999908447266
48,49.18172073364258,72.93142700195312,54.17799758911133,77.87799835205078
49,49.33142852783203,73.05244445800781,54.33399963378906,77.80199432373047
50,49.47980880737305,73.16522979736328,54.52799987792969,77.9280014038086
51,49.64715576171875,73.39356994628906,54.365997314453125,78.14799499511719
52,49.76080322265625,73.45994567871094,54.619998931884766,78.14399719238281
53,49.92026901245117,73.60755157470703,54.447998046875,78.06599426269531
54,50.04140853881836,73.71065521240234,54.525997161865234,78.11599731445312
55,50.14303207397461,73.83313751220703,54.75,78.08200073242188
56,50.213829040527344,73.89080810546875,54.74399948120117,78.13999938964844
57,50.36985778808594,74.0304183959961,54.64999771118164,78.14199829101562
58,50.52385711669922,74.11770629882812,54.92799758911133,78.41999816894531
59,50.64242172241211,74.24951934814453,54.8120002746582,78.30400085449219
60,50.719459533691406,74.33676147460938,54.849998474121094,78.36399841308594
61,52.02873611450195,75.30058288574219,55.875999450683594,78.91199493408203
62,52.289512634277344,75.51463317871094,55.87999725341797,78.96199798583984
