epoch,train_acc1,train_acc5,val_acc1,val_acc5
1,5.516454696655273,15.590316772460938,12.552000045776367,30.891998291015625
2,16.20233726501465,36.08249282836914,23.507999420166016,47.843997955322266
3,23.611440658569336,46.75424575805664,30.075998306274414,56.0
4,28.64911460876465,52.984718322753906,35.795997619628906,62.305999755859375
5,32.392574310302734,57.21568298339844,39.09000015258789,65.65399932861328
6,35.29008865356445,60.36506271362305,38.88199996948242,65.26799774169922
7,37.62358856201172,62.76325225830078,44.12999725341797,70.41400146484375
8,39.45348358154297,64.62393951416016,45.08399963378906,71.07799530029297
9,41.06427764892578,66.14605712890625,47.88399887084961,73.68399810791016
10,42.3762092590332,67.43775939941406,48.76199722290039,74.46399688720703
11,46.96522903442383,71.29216003417969,53.45199966430664,77.85800170898438
12,47.69097137451172,71.91312408447266,53.939998626708984,78.28799438476562
13,48.1495361328125,72.32779693603516,54.284000396728516,78.54399871826172
14,48.41546630859375,72.60301971435547,54.51599884033203,78.75399780273438
15,48.71753692626953,72.81757354736328,54.67799758911133,78.99800109863281
16,48.87910842895508,72.99378967285156,54.96399688720703,79.05799865722656
17,49.20310974121094,73.1700439453125,55.07999801635742,79.11399841308594
18,49.33298873901367,73.31581115722656,55.167999267578125,79.36799621582031
19,49.4760627746582,73.43023681640625,55.40599822998047,79.44999694824219
20,49.66690444946289,73.6077880859375,55.45199966430664,79.5719985961914
21,50.27463150024414,74.03166198730469,55.89799880981445,79.80999755859375
22,50.356197357177734,74.12586975097656,56.05999755859375,79.86199951171875
23,50.405216217041016,74.15039825439453,56.06399917602539,79.87999725341797
24,50.35932159423828,74.20905303955078,56.04800033569336,79.9000015258789
25,50.448612213134766,74.2201156616211,56.11800003051758,79.8479995727539
26,50.61159133911133,74.32662963867188,56.09199905395508,79.947998046875
27,50.547119140625,74.29376220703125,56.08599853515625,79.94400024414062
28,50.52901077270508,74.25914001464844,56.16999816894531,79.90599822998047
29,50.558902740478516,74.3097152709961,56.05799865722656,79.9000015258789
30,50.6633415222168,74.37992858886719,56.145999908447266,79.9219970703125
31,50.67044448852539,74.37909698486328,56.06999969482422,79.9739990234375
32,50.66677474975586,74.38812255859375,56.17399978637695,79.94999694824219
33,50.652645111083984,74.39178466796875,56.14399719238281,79.98400115966797
34,50.70899963378906,74.44773864746094,56.12399673461914,79.94400024414062
35,50.70447540283203,74.48394012451172,56.1099967956543,79.92599487304688
36,50.64616775512695,74.40777587890625,56.12799835205078,79.93199920654297
37,50.67902755737305,74.4322280883789,56.27199935913086,79.93599700927734
38,50.66849136352539,74.4048843383789,56.2239990234375,79.97000122070312
39,50.73265075683594,74.4294662475586,56.17599868774414,79.92599487304688
40,50.764888763427734,74.42994689941406,56.07999801635742,79.95399475097656
41,50.73436737060547,74.4097900390625,56.185997009277344,79.93599700927734
42,50.68948745727539,74.4359359741211,56.14999771118164,79.95199584960938
43,50.72133255004883,74.47846221923828,56.183998107910156,79.98600006103516
44,50.72055435180664,74.44432830810547,55.9839973449707,79.91600036621094
45,50.7077522277832,74.43829345703125,56.18199920654297,80.01399993896484
46,50.759033203125,74.50371551513672,56.194000244140625,79.96199798583984
47,50.691749572753906,74.45039367675781,56.19599914550781,80.00199890136719
48,50.685428619384766,74.43941497802734,56.08599853515625,80.00199890136719
49,50.73116683959961,74.47940826416016,56.15599822998047,79.91600036621094
50,50.726173400878906,74.43257904052734,56.167999267578125,79.95199584960938
51,50.682071685791016,74.43377685546875,56.09000015258789,79.95600128173828
52,50.66560363769531,74.43724822998047,56.18000030517578,79.95800018310547
53,50.763092041015625,74.44084167480469,56.157997131347656,79.92599487304688
54,50.790645599365234,74.51164245605469,56.24399948120117,79.9280014038086
55,50.68886184692383,74.41334533691406,56.2239990234375,80.01200103759766
56,50.727970123291016,74.46182250976562,56.19199752807617,80.00599670410156
57,50.79298782348633,74.49727630615234,56.15399932861328,79.9679946899414
58,50.74428176879883,74.42236328125,56.145999908447266,79.95999908447266
59,50.73811721801758,74.45952606201172,56.145999908447266,79.92399597167969
60,50.71641540527344,74.4372329711914,56.26799774169922,79.97999572753906
