epoch,train_acc1,train_acc5,val_acc1,val_acc5
1,0.605697751045227,2.468296527862549,3.075999975204468,10.309999465942385
2,5.592947483062744,16.541637420654297,11.901999473571776,30.203998565673828
3,13.35524559020996,32.125396728515625,23.38399887084961,47.85799789428711
4,20.37478256225586,43.09078979492188,30.525999069213867,56.93999862670898
5,25.96320343017578,50.521671295166016,36.28199768066406,63.29999923706055
6,30.44341468811035,55.82015609741211,41.657997131347656,68.75799560546875
7,34.06597137451172,59.85847473144531,44.09000015258789,70.91600036621094
8,36.9271125793457,62.85041427612305,47.67799758911133,74.18999481201172
9,39.36348724365234,65.15798950195312,50.18999862670898,76.12999725341797
10,41.38695526123047,67.14380645751953,52.4379997253418,77.78399658203125
11,48.0908432006836,72.82276153564453,57.67599868774414,81.39799499511719
12,49.41931915283203,73.90220642089844,58.5620002746582,81.9679946899414
13,50.132572174072266,74.45084381103516,58.94400024414063,82.22599792480469
14,50.7031478881836,74.91561889648438,59.46199798583984,82.60199737548828
15,51.27309799194336,75.35611724853516,59.805999755859375,82.79199981689453
16,51.67156219482422,75.61672973632812,60.119998931884766,82.9959945678711
17,52.045284271240234,75.93537902832031,60.33199691772461,83.26799774169922
18,52.435791015625,76.24604034423828,60.6879997253418,83.51200103759766
19,52.860313415527344,76.52623748779297,60.81399917602539,83.57799530029297
20,53.173770904541016,76.8537826538086,61.33399963378906,83.7760009765625
21,54.24189758300781,77.5906982421875,62.06399917602539,84.23199462890625
22,54.35917663574219,77.69337463378906,62.189998626708984,84.27999877929688
23,54.4492301940918,77.78868865966797,62.05799865722656,84.23199462890625
24,54.595821380615234,77.82845306396484,62.211997985839844,84.37999725341797
25,54.58306121826172,77.8913345336914,62.211997985839844,84.3740005493164
26,54.66868209838867,77.98219299316406,62.41599655151367,84.44200134277344
27,54.7097053527832,77.98662567138672,62.36800003051758,84.43999481201172
28,54.770774841308594,77.96855926513672,62.36199951171875,84.41799926757812
29,54.77651596069336,78.03109741210938,62.486000061035156,84.48400115966797
30,54.89373779296875,78.1155014038086,62.51199722290039,84.54199981689453
31,54.99681854248047,78.18255615234375,62.56399917602539,84.56599426269531
32,55.069427490234375,78.21782684326172,62.53399658203125,84.55599975585938
33,55.062835693359375,78.2149658203125,62.573997497558594,84.56599426269531
34,55.056304931640625,78.22509002685547,62.59000015258789,84.55799865722656
35,55.08409118652344,78.20020294189453,62.59199905395508,84.55999755859375
